Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
THRIVE-ESS-DG,"Thrive Essential Downgrade
Must be used when customers move from either Thrive Advanced or Thrive Elite package to Thrive Essential. Must be completed at time of product renewal.",,,,,
,Standard Offering,,,,,
,Technical Support Service,,,,,
 ,1-1,Thrive Essential Downgrade,THRIVE-ESS-DG,0,THRIVE-ESS-DGA,
,Trellix Thrive Success Packages - For Legacy CSP,,,,,
THRIVE-ADV-CSP,"Thrive Advanced for Legacy CSP
Thrive Advanced is a holistic services offering focused on helping customers derive the full value from their investments in solutions and optimize their security operations. Thrive Advanced includes Flex Credits that unlock a menu of adoption focused modular services as well as existing traditional consulting, education, and expert support services. Thrive Advanced additionally provides Advanced Routing for S1 issues, 24/7/365 phone support, live chat and email case submission, Case Prioritization and improved Response SLOs over Thrive Essential. The price of Thrive Advanced will be manually determined by Trellix Deal Desk case-by-case. Flex Credits quantity is determined by the final price of Thrive Advanced. This SKU is restricted use solely for renewals of former Trellix Customer Success Plans SKUs.",,,,,
,Standard Offering,,,,,
,Technical Support Service,,,,,
 ,1-1,Thrive Advanced f/CSP Prepaid,THRIVE-ADV-CSP,Call for Quote,THRIVE-ADV-CSPA,
THRIVE-ELITE-CSP,"Thrive Elite for Legacy CSP
Thrive Elite is a holistic services offering focused on helping customers derive the full value from their investments in solutions and optimize their security operations. Thrive Elite includes Flex Credits that unlock a menu of adoption focused modular services as well as existing traditional consulting, education, and expert support services. Thrive Elite additionally provides Advanced Routing for all issues, 24/7/365 phone support, live chat and email case submission, Case Prioritization and improved Response SLOs over Thrive Advanced. The price of Thrive Elite will be manually determined by Trellix Deal Desk case-by-case. Flex Credits quantity is determined by the final price of Thrive Elite. This SKU is restricted use solely for renewals of former Trellix Customer Success Plans SKUs.",,,,,
,Standard Offering,,,,,
,Technical Support Service,,,,,
 ,1-1,Thrive Elite f/CSP Prepaid,THRIVE-ELITE-CSP,Call for Quote,THRIVE-ELITE-CSPA,
,"Consulting Services: Solution Services
Please refer to the Quoting Handbook for further customer guidance involved in the quoting process for any Assess, Deploy or Operate Packaged Consulting.",,,,,
CONS-DY,"Custom Consulting Daily
Note: A consulting day is defined as 8 hours.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Sol Services Custom Consult Daily,MD-CONSULT-DAILY,4531.35,MD-CONSULT-DAILYA,
CONS-DY-PP,"Custom Consulting Daily - Prepaid
Note: A consulting day is defined as 8 hours.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Sol Services Custom Consult Daily Ppd,MD-CONSLT-DAILYPP,4274.84,MD-CONSLT-DAILYPPA,
ASSESS-HR,"Assessment Consulting
Price is per hour. Provides 2 consultants on-site for SME Services and 1 Project Manager who will address people, processes and technology. SOW Required. Travel & Expense billed separately. Minimum sale of 240 hours.
For a custom offer, please contact your Professional Services Sales Representative.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Sol Svcs Assessment Consulting,MD-ASSESS-HOUR,636.7,MD-ASSESS-HOURA,
CONS-HR-MT,"Midterm Hourly Consulting
Price is per Hour. Minimum of 800 hours required.
See Quotation Handbook for Regional clarification.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Sol Ser Midterm Hourly Consulting,MD-MIDTERM-HOUR,457.67,MD-MIDTERM-HOURA,
TS-ONSITE-DAY,"Daily Onsite Assistance
Provides for an onsite presence at the customer site to assist IT systems and network security staffs with preventive and reactive tasks to avoid unplanned downtime events. The Customer must maintain a valid Technical Support entitlement. This service does not include travel or other expense (the customer is responsible for T/E). Requires a minimum order quantity of three (3). An approved quote is required. Availability varies by region. The use of this SKU and any exceptions requires approval of Customer Success Group Product Management prior to ordering.",,,,,
,Standard Offering,,,,,
,Day Rate Service,,,,,
 ,1-+,Onsite Assistance 1 Day Contract,TS-ONSITE-DAILY,4531.35,TS-ONSITE-DAILYA,
TS-REMOTE-COREPP,"Remote Assistance Core - Prepaid
Provides 3 days remote services to assist configuration, strategy and consultation. It can be used for new products purchases under $30K. Requires a minimum order quantity of one (1).",,,,,
,Standard Offering,,,,,
,3 Day Rate Service,,,,,
 ,1-+,Remote Assistance 3 Day Contract Prepaid,TS-RMTE-COREPP,9252.54,TS-RMTE-COREPPA,
DEPLOY,"Deployment Consulting
Provides 40 hours of Consulting Services and 5 hours of Project Manager time. Includes T&E in North America, EMEA, and APAC only.
No SOW required.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Sol Svcs Deployment Consulting,MD-DEPLOY,35581.25,MD-DEPLOYA,
DEPLOY-PP,"Deployment Consulting - Prepaid
Provides 40 hours of Consulting Services and 5 hours of Project Manager time. Includes T&E in North America, EMEA, and APAC only.
No SOW required.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Sol Svcs Deployment Consult Prepaid,MD-DEPLOYPP,35581.25,MD-DEPLOYPPA,
DEPLOY-REMLOC,"Deployment Consulting - Remote Location
Provides consulting using a local resource or remotely (no travel to client required). Includes 40 hours of consulting and 8 hours of PM and no T&E. No SOW required.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Solution Services Remote Location,MD-REMLOC,29868.26,MD-REMLOCA,
DEPLOY-REMLOC-PP,"Deployment Consulting - Remote Location - Prepaid
Provides consulting using a local resource or remotely (no travel to client required). Includes 40 hours of consulting and 8 hours of PM and no T&E. No SOW required. Prepaid version of MD-REMLOC.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Solution Services Remote Location Ppd,MD-REMLOCPP,29868.26,MD-REMLOCPPA,
CONS-HR,"Custom Consulting Hourly
Price is per Hour.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Solution Services CustConsult Hourly,MD-CONSULT-HOUR,571.64,MD-CONSULT-HOURA,
CONS-HR-PP,"Custom Consulting Hourly - Prepaid
Price is per Hour.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Solution Services CustConsult Hourly Ppd,MD-CONSULT-HOURPP,571.64,MD-CONSULT-HOURPPA,
CONS-VOUCHER,"Consulting Voucher
Price is per voucher. Prepaid time and material consulting services. No SOW required. This Consulting Voucher offering can be used for travel & expense as well as rental.
Reference Quoting Handbook for more information.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,10-+,Sol Serv Consult Voucher Ppd 12Mo Expire,CONSULT-VOUCHER,139.57,CONSULT-VOUCHERA,
CONS-HR-LT,"Longterm Hourly Consulting
Price is per Hour. Minimum of 1600 hours required.
See Quotation Handbook for Regional clarification.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Sol Serv Longterm Hourly Consulting,MD-LONGTERM-HOUR,406.84,MD-LONGTERM-HOURA,
CONS-PM-DY,"Program/Project Management Consulting Daily
Per Day Price.
Note: A consulting day is defined as 8 hours.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Prgm/Project Mgmt Consulting Daily,MD-PM-SECC,3358.5,MD-PM-SECCA,
CONS-PM-HR,"Program/Project Management Consulting Hourly
Per Hour Price.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Prgm/Project Mgmt Consulting Hourly,MD-PM-HOUR,420.47,MD-PM-HOURA,
CONS-SA-DY,"Security Architect Consulting Daily
Per Day Price.
Note: A consulting day is defined as 8 hours.
SOW required.
",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Sec Architect Consulting Daily,MD-SA-SECC,5085.68,MD-SA-SECCA,
CONS-SA-HR,"Security Architect Consulting Hourly
Per Hour Price.
SOW required.",,,,,
,Standard Offering,,,,,
,Custom Consulting,,,,,
 ,1-+,Sec Architect Consulting Hourly,MD-SA-HOUR,636.7,MD-SA-HOURA,
CONS-SS-DY-CMBO,"Solution Services Daily Consulting and Travel Combo
Note: A consulting day is defined as 8 hours.
No SOW required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
 ,1-+,Solution Service Consulting Day&Trvl,MD-SS-COMBO,5325.74,MD-SS-COMBOA,
RESIDENT1DAY-UB,"1 Day/Week Resident - 1 year Subscription Upfront Billing
Provides a prepaid, 12-month subscription residency. Residency is 1 day/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 1 Day Upfront Billing 1:1 TE,RESIDENT1-UB,235029.36,RESIDENT1-UB-AA,
RESIDENT1DAY-MB,"1 Day/Week Resident - 1 year Subscription Monthly Billing
Provides a monthly paid, 12-month subscription residency. Residency is 1 day/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 1 Day Monthly Billing 1:1 TE,RESIDENT1-MB,246780.84,RESIDENT1-MB-AA,
RESIDENT2DAY-UB,"2 Day/Week Resident - 1 year Subscription Upfront Billing
Provides a prepaid, 12-month subscription residency. Residency is 2 days/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 2 Day Upfront Billing 1:1 TE,RESIDENT2-UB,455595.38,RESIDENT2-UB-AA,
RESIDENT2DAY-MB,"2 Day/Week Resident - 1 year Subscription Monthly Billing
Provides a monthly paid, 12-month subscription residency. Residency is 2 days/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 2 Day Monthly Billing 1:1 TE,RESIDENT2-MB,478375.16,RESIDENT2-MB-AA,
RESIDENT3DAY-UB,"3 Day/Week Resident - 1 year Subscription Upfront Billing
Provides a prepaid, 12-month subscription residency. Residency is 3 days/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 3 Day Upfront Billing 1:1 TE,RESIDENT3-UB,661698.07,RESIDENT3-UB-AA,
RESIDENT3DAY-MB,"3 Days/Week Resident - 1 year Subscription Monthly Billing
Provides a monthly paid, 12-month subscription residency. Residency is 3 days/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 3 Day Monthly Billing 1:1 TE,RESIDENT3-MB,694782.96,RESIDENT3-MB-AA,
RESIDENT4DAY-UB,"4 Day/Week Resident - 1 year Subscription Upfront Billing
Provides a prepaid, 12-month subscription residency. Residency is 4 days/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 4 Day Upfront Billing 1:1 TE,RESIDENT4-UB,853337.4,RESIDENT4-UB-AA,
RESIDENT4DAY-MB,"4 Day/Week Resident - 1 year Subscription Monthly Billing
Provides a monthly paid, 12-month subscription residency. Residency is 4 days/week over the 12 month period. On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Resident 4 Day Monthly Billing 1:1 TE,RESIDENT4-MB,896004.27,RESIDENT4-MB-AA,
MAXRESIDENT-UB,"Max Resident - 1 year Subscription Upfront Billing
Provides a prepaid, 12-month subscription residency.  Residency is 5 days/week over the 12 month period.  On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Max Resident Upfront Billing 1:1 TE,MAXRESIDENT-UB,1016954,MAXRESIDENT-UB-AA,
MAXRESIDENT-MB,"Max Resident - 1 year Subscription Monthly Billing
Provides a monthly paid, 12-month subscription residency.  Residency is 5 days/week over the 12 month period.  On-site or remote delivery. No SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Max Resident Monthly Billing 1:1 TE,MAXRESIDENT-MB,1016954,MAXRESIDENT-MB-AA,
XPERTSVCSL1-UB,"Expert Services - 1 year Subscription Upfront Billing
Provides a prepaid, 12-month subscription for services to analyze, tune, report and provide knowledge transfer to maximize the  value of Trellix solutions. SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Xpert Svcs Upfront Billing 1:1 TE,XPERTL1-UB,282487.22,XPERTL1-UBAA,
XPERTSVCSL1-MB,"Expert Services - 1 year Subscription Monthly Billing
Provides a monthly paid, 12-month subscription for services to analyze, tune, report and provide knowledge transfer to maximize the value of Trellix solutions. SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Xpert Svcs Monthly Billing 1:1 TE,XPERTL1-MB,296611.58,XPERTL1-MBAA,
XPERTCUSTOM-UB,"Expert Custom Services - 1 year Upfront Billing
Provides a prepaid, 12-month subscription for flexible consulting services to perform defined tasks for customers. Scoping document(s) will describe the deliverable(s) of the service and will be mutually agreed to prior to the start of the subscription. On-site or Remote delivery. SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Xpert Custom Upfront Billing 1:1 TE,ADVISORCUST-UB,Call For Quote,ADVISORCUST-UB-AA,
XPERTCUSTOM-MB,"Expert Custom Services - 1 year Monthly Billing
Provides a monthly paid, 12-month subscription for flexible consulting services to perform defined tasks for customers remotely. Scoping document(s) will describe the deliverable(s) of the service and will be mutually agreed to prior to the start of the subscription. On-site or Remote delivery. SOW Required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
A,1-+,Xpert Custom Monthly Billing 1:1 TE,ADVISORCUST-MB,Call For Quote,ADVISORCUST-MB-AA,
CONS-TRAVEL,"Solution Services Travel
Travel (Per Day).
No SOW required.",,,,,
,Standard Offering,,,,,
,General Item,,,,,
 ,1-+,Solution Services Travel (Per Day),MD-SS-TRAVEL,641.02,MD-SS-TRAVELA,
HWA-OHC-RS1-PP,"Health Watch - Onsite Prepaid
The Health Watch Onsite provides customers with an initial assessment to evaluate the overall operational environment without ongoing assessments.  During the initial assessment, subject matter experts (SMEs) will review product implementation and security infrastructure.  The initial assessment is a one-time, one-week on-site review (limited to not more than five days of the current operational and planned environment). This service does not provide ongoing assessments.  SMEs will review the various Trellix products deployed, integration/automation needs and changes/upgrades in the environment. SME’s will use a diagnostic tool to aid in the assessments/reviews to provide a comprehensive review of the overall environment.  The deliverable is an initial assessment report. The assessment report contains at a minimum an executive overview, technical and operational findings, technical issues, key action items and recommendations.
No SOW required.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Sol Svcs Health Watch OnsiteHealthChkPpd,MD-HW-OHC-RS1-PP,37293.51,MD-HW-OHC-RS1-PPA,
HWA-QTR-RS4-PP,"Health Watch - Quarterly Prepaid
The Health Watch Quarterly service provides customers with an initial assessment to evaluate the overall operational environment with ongoing quarterly assessments.  During the initial assessment, subject matter experts (SMEs) will review product implementation and security infrastructure.  The initial assessment is an Online, a one-time, one-week onsite review (limited to not more than five days) of the current operational and planned environment. This service also provides ongoing assessments with SMEs to review the various Trellix products purchased and deployed with a focus on ePO and other products (e.g. endpoints).  The initial assessment is followed up with three one-day quarterly remote assessments/sessions.  Quarterly assessment services follow the organizations progress toward improving the overall ePO and the customer’s detection/protection environment. SMEs will review the various products deployed, integration/automation needs and changes/upgrades in the environment. SME’s will use a diagnostic tool to aid in the assessments/reviews to provide a comprehensive review of the overall environment. The deliverables include an initial assessment report followed by three subsequent quarterly reports. Assessment reports contains at a minimum an executive overview, technical and operational findings, technical issues, progress/plan notes and  recommendations. Quarterly assessments will also address outstanding or newly discovered items since the initial or other executed assessments.
No SOW required.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Sol Svcs Health Watch - Quarterly Ppd,MD-HWA-QTR-RS4-PP,74588.9,MD-HWA-QTR-RS4-PPA,
HWA-LTE-RS1-PP,"Health Watch - Lite Prepaid
The Health Watch Lite provides customers with an initial assessment to evaluate the overall operational environment without ongoing assessments.  During the initial assessment, subject matter experts (SMEs) will review product implementation, analyze current product footprint and Trellix product security infrastructure.  The initial assessment is a one-time engagement, and is limited to a one-day (8 hour) review. This service does not provide ongoing assessments.  SMEs will review the various products deployed, integration/automation needs and changes/upgrades in the environment.  SME’s will use a diagnostic analytical tool to aid in the assessment/review to provide a comprehensive review of the overall environment.  The sole deliverable is a Health Watch assessment report. The assessment report contains at a minimum an executive overview, technical and operational findings, identified technical issues, key action items needed and recommendations.  The report is delivered in electronic format (PDF).
No SOW required.",,,,,
,Standard Offering,,,,,
,Packaged Consulting,,,,,
 ,1-+,Sol Svcs Health Watch - Lite Ppd,MD-HWA-LTE-RS1-PP,18645.83,MD-HWA-LTE-RS1-PPA,
SPE,"Support Escalation Management  - Remote Escalation Mgt for VSE to ENS or MVISION migration assistance only
Provides remote escalation management, quarterly adoption/migration reviews and migration SR escalation management using a remote resource only. This DOES NOT replace the clients Technical Support entitlement. All Quotes requiring a Support Escalation Manager must be referred to the Customer Success Group (CSG) Product Management or the Deal Desk for review and approval.",,,,,
,Standard Offering,,,,,
,1yr Software Support,,,,,
A,1-+,Support Escalation Management 1yr,SPEYCM-AT,28813.84,SPEYCM-AT-AA,
