Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
,Hermes Email Subscriptions,,,,1500VXSC-DTI,1500 MVX Cloud for Virtual Sensor - Dynamic Threat Intelligence(F)
EMUSE,Email Security Server Edition(F),,,,2500NXS-VA,2500 NXS Virtual Sensor (100 Mbps)(F)
EMUCL,Email Security Cloud Edition(F),,,,2500NXS-VA-DTI,2500 NXS Virtual Sensor (100 Mbps) - Dynamic Threat Intelligence(F)
EMUCLU,Email Security Cloud Edition - Upgrade(F),,,,2500VXSC-DTI,2500 MVX Cloud for Virtual Sensor - Dynamic Threat Intelligence(F)
EMUCA,Email Security Cloud AntiVirus/AntiSpam Edition(F),,,,2550NXS-VA,2550 NXS Virtual Sensor (250 Mbps)(F)
EMUCAU,Email Security Cloud AntiVirus/AntiSpam Edition - Upgrade(F),,,,2550NXS-VA-DTI,2550 NXS Virtual Sensor (250 Mbps) - Dynamic Threat Intelligence(F)
,Hermes Email Virtual Appliance Deployment Options,,,,2550VXSC-DTI,2550 MVX Cloud for Virtual Sensor - Dynamic Threat Intelligence(F)
EM-VA,Email Security Sensor Virtual(F),,,,4500NXS-VA,4500 NXS Virtual Sensor (500 Mbps)(F)
EM7700-BM-VA,Email Security 7700 BareMetal Virtual Appliance(F),,,,4500NXS-VA-DTI,4500 NXS Virtual Sensor (500 Mbps) - Dynamic Threat Intelligence(F)
,Hermes Email Hardware Appliance Deployment Options,,,,4500VXSC-DTI,4500 MVX Cloud for Virtual Sensor - Dynamic Threat Intelligence(F)
EM3600,EM 3600 Appliance(F),,,,6500NXS-VA,6500 NXS Virtual Sensor (1000 Mbps)(F)
EM5600,EM 5600 Appliance(F),,,,6500NXS-VA-DTI,6500 NXS Virtual Sensor (1000 Mbps) - Dynamic Threat Intelligence(F)
EM8600,EM 8600 Appliance(F),,,,6500VXSC-DTI,6500 MVX Cloud for Virtual Sensor - Dynamic Threat Intelligence(F)
,Hermes File Protect Subscriptions,,,,7500NXS-VA,7500 NXS Virtual Sensor (2000 Mbps)(F)
NWEFX,File Security (Enterprise)(F),,,,7500NXS-VA-DTI,7500 NXS Virtual Sensor (2000 Mbps) - Dynamic Threat Intelligence(F)
,Hermes On-Prem File Protect Hardware Deployment Options,,,,8500NXS-VA,8500 NXS Virtual Sensor (5000 Mbps)(F)
NWFX6600,File Protect 6600 Appliance(F),,,,8500NXS-VA-DTI,8500 NXS Virtual Sensor (5000 Mbps) - Dynamic Threat Intelligence(F)
,IVX File Share Connector Virtual Appliance Deployment Options,,,,,Legacy - Classic Network NX Hardware Appliances
NWFX-VA,IVX File Share Connector(Formerly FX-VA)(F),,,,1500NXS-SW,1500 NXS Sensor Appliance (50Mbps) Software(F)
,IVX Enterprise On-Prem - Hardware Appliances,,,,1500NXS-DTI,1500 NXS Sensor Appliance (50Mbps) - Dynamic Threat Intelligence(F)
5600MVX,5600 IVX Enterprise (Formerly MVX Compute) Appliance(F),,,,1500VXSCH-DTI,1500 MVX Cloud for Appliance - Dynamic Threat Intelligence(F)
5600MVX-SW,5600 IVX Enterprise  (Formerly MVX Compute) Appliance Software(F),,,,2500NX1-SW,2500 NX1 Appliance (50Mbps) Software(F)
5600MVX-DTI,5600 IVX Enterprise  (Formerly MVX Compute) Appliance - Dynamic Threat Intelligence(F),,,,2500NX1-DTI,2500 NX1 Appliance (50Mbps) - Dynamic Threat Intelligence(F)
12600MVX,12600 IVX Enterprise  (Formerly MVX Compute) Appliance(F),,,,2500VXC1-DTI,2500 MVX Cloud (50 Mbps) for Appliance - Dynamic Threat Intelligence(F)
12600MVX-SW,12600 IVX Enterprise  (Formerly MVX Compute) Appliance Software(F),,,,2500NX2-SW,2500 NX2 Appliance (100Mbps) Software(F)
12600MVX-DTI,12600 IVX Enterprise  (Formerly MVX Compute) Appliance - Dynamic Threat Intelligence(F),,,,2500NX2-DTI,2500 NX2 Appliance (100Mbps) - Dynamic Threat Intelligence(F)
,Legacy - Hermes IVX Enterprise Cloud Subscriptions  (Formerly DOD),,,,2500VXC2-DTI,2500 MVX Cloud (100 Mbps) for Appliance - Dynamic Threat Intelligence(F)
DOD,IVX Enterprise Cloud (Formely Detection on Demand)(F),,,,2550NX-SW,2550 NX Appliance Software(F)
,Hermes IVX Investigator Subscriptions (Formerly AX),,,,2550NX-DTI,2550 NX Appliance - Dynamic Threat Intelligence(F)
NFEAX,IVX Investigator (Formerly AX)(F),,,,2550VXC-DTI,2550 MVX Cloud for Appliance - Dynamic Threat Intelligence(F)
,Hermes IVX Investigator Hardware Appliance Deployment Options (Formerly AX),,,,2600NX,2600 NX Appliance(F)
NFAX5600,IVX Investigator 5600 Appliance  (Formerly AX)(F),,,,2600NX-SW,2600 NX Appliance Software(F)
,Helix (SaaS),,,,2600NX-DTI,2600 NX Appliance - Dynamic Threat Intelligence(F)
HLXE,Helix Enterprise Edition(F),,,,3500NX-SW,3500 NX Appliance Software(F)
HLXS16,Helix Search 16(F),,,,3500NX-DTI,3500 NX Appliance - Dynamic Threat Intelligence(F)
HLXS30,Helix Search 30(F),,,,3500VXC-DTI,3500 MVX Cloud for Appliance - Dynamic Threat Intelligence(F)
HLXS60,Helix Search 60(F),,,,3600NX,3600 NX Appliance(F)
HLXS90,Helix Search 90(F),,,,3600NX-SW,3600 NX Appliance Software(F)
XDR-FS,XDR Federated Search across Cloud Instances(F),,,,3600NX-DTI,3600 NX Appliance - Dynamic Threat Intelligence(F)
,Helix (On-Prem),,,,4500NX-SW,4500 NX Appliance Software(F)
TAR,Trellix Automated Response (TAuR) or Automated Response(F),,,,4500NX-DTI,4500 NX Appliance - Dynamic Threat Intelligence(F)
NW-EC-VA,Network Evidence Collector - Virtual Appliance Add-on for HLXE Helix(F),,,,4500VXC-DTI,4500 MVX Cloud for Appliance - Dynamic Threat Intelligence(F)
NW-EC-VA-DTI,Network Evidence Collector - Virtual Appliance for HLXE Helix - DTI(F),,,,4600NX,4600 NX Appliance(F)
,Hermes Endpoint Subscriptions,,,,4600NX-SW,4600 NX Appliance Software(F)
EPEES,Endpoint Security Essentials Edition (Enterprise)(F),,,,4600NX-DTI,4600 NX Appliance - Dynamic Threat Intelligence(F)
EPUES,Endpoint Security Essentials Edition(F),,,,5500NX-SW,5500 NX Appliance Software(F)
EPEPW,Endpoint Security Power Edition (Enterprise)(F),,,,5500NX-DTI,5500 NX Appliance - Dynamic Threat Intelligence(F)
EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),,,,5500VXC-DTI,5500 MVX Cloud for Appliance - Dynamic Threat Intelligence(F)
EPUPW,Endpoint Security Power Edition(F),,,,5600NX,5600 NX Appliance(F)
EPUPWU,Endpoint Security Power Edition - UPGRADE(F),,,,5600NX-SW,5600 NX Appliance Software(F)
,Hermes Endpoint Virtual Appliance Deployment Options,,,,5600NX-DTI,5600 NX Appliance - Dynamic Threat Intelligence(F)
EP-VA,Endpoint Security Virtual(F),,,,6500NX-SW,6500 NX Appliance Software(F)
EP-DMZ-VA,Endpoint Security DMZ Virtual(F),,,,6500NX-DTI,6500 NX Appliance - Dynamic Threat Intelligence(F)
,Hermes Endpoint Hardware Appliance Deployment Options,,,,6500VXC-DTI,6500 MVX Cloud for Appliance - Dynamic Threat Intelligence(F)
EP4600,EP 4600 Appliance(F),,,,6600NX,6600 NX Appliance(F)
EP4600-DMZ,EP 4600 DMZ Appliance(F),,,,6600NX-SW,6600 NX Appliance Software(F)
,Endpoint Cloud Deploy Options,,,,6600NX-DTI,6600 NX Appliance - Dynamic Threat Intelligence(F)
HXCL,HX Cloud Hosting Endpoint - Large (F),,,,8600NX,8600 NX Appliance(F)
HXCM,HX Cloud Hosting Endpoint - Medium(F),,,,8600NX-SW,8600 NX Appliance Software(F)
,Hermes NDR Subscriptions,,,,8600NX-DTI,8600 NX Appliance - Dynamic Threat Intelligence(F)
NDR,Network Detection and Response(F),,,,,Legacy - Classic IVX Enterprise (Formerly MVX Compute) Hardware Appliances
,Hermes Network NX Subscriptions,,,,5500MVX-SW,5500 MVX Compute Appliance Software(F)
NWENX,Network Security NX Edition (Enterprise)(F),,,,5500MVX-DTI,5500 MVX Compute - Dynamic Threat Intelligence(F)
,Hermes Network NX Virtual Appliance Deployment Options,,,,12550MVX-SW,12550 MVX Compute Appliance Software(F)
NW-VA,Network Security Sensor - Virtual Appliance(F),,,,12550MVX-DTI,12550 MVX Compute - Dynamic Threat Intelligence(F)
VX12550-BM-VA,Network Security 12550 BareMetal - Virtual Appliance(F),,,,,Legacy - Hermes VX ISO Virtual Appliance Deployment Options
NSNW-EC-VA,Network Evidence Collector - Virtual Appliance for Network Security(F),,,,NWVXISO-1G-VA-S,Network Security VXISO-1G - Virtual Appliance Subscription(F)
,Hermes On-Prem IVX Enterprise Hardware Appliance Deployment Options,,,,NWVXISO-1G-VA,Network Security VXISO-1G - Virtual Appliance(F)
VX5600,IVX 5600 Enterprise (Formerly SmartGrid) Appliance(F),,,,NWVXISO-5G-VA-S,Network Security VXISO-5G - Virtual Appliance Subscription(F)
VX12600,IVX 12600 Enterprise (Formerly SmartGrid) Appliance(F),,,,NWVXISO-5G-VA,Network Security VXISO-5G - Virtual Appliance(F)
,Hermes Network NX Hardware Appliance Deployment Options,,,,NWVXISO-10G-VA-S,Network Security VXISO-10G - Virtual Appliance Subscription(F)
NW2600,NW 2600 Appliance(F),,,,NWVXISO-10G-VA,Network Security VXISO-10G - Virtual Appliance(F)
NW3600,NW 3600 Appliance(F),,,,,Legacy - Classic VX ISO Virtual Appliances
NW4600,NW 4600 Appliance(F),,,,VXISO-1G,VX Software Image 1G(F)
NW5600,NW 5600 Appliance(F),,,,VXISO-1G-DTI,VX Software Image 1G - Dynamic Threat Intelligence(F)
NW6600,NW 6600 Appliance(F),,,,VXISO-5G,VX Software Image 5G(F)
NW8600,NW 8600 Appliance(F),,,,VXISO-5G-DTI,VX Software Image 5G - Dynamic Threat Intelligence(F)
,Hermes Forensics IA PX Subscrtiptions,,,,VXISO-10G,VX Software Image 10G(F)
NFEIAPX,Forensics(F),,,,VXISO-10G-DTI,VX Software Image 10G - Dynamic Threat Intelligence(F)
,Hermes Forensics IA Virtual Appliance Deployment Options,,,,,Legacy - Classic IVX Investigator/Malware Analysis AX Hardware Appliances
NFIA-VA,Network Forensics Security IA - Virtual Appliance(F),,,,5550AX-SW,5550 AX Appliance Software(F)
,Hermes Forensics IA Hardware Appliance Deployment Options,,,,5550AX-DTI,5550 AX Appliance - Dynamic Threat Intelligence(F)
NFIA2600,NFIA 2600 Appliance(F),,,,5600AX,5600 IVX Investigator (Formerly AX) Appliance(F)
,Hermes Forensics PX Virtual Appliance Deployment Options,,,,5600AX-SW,5600 IVX Investigator (Formerly AX) Appliance Software(F)
NFPX-VA,Network Forensics Security PX - Virtual Appliance(F),,,,5600AX-DTI,5600 IVX Investigator (Formerly AX) Appliance - Dynamic Threat Intelligence(F)
,Hermes Forensics PX Hardware Appliance Deployment Options,,,,,Legacy - Forensics IA Virtual Appliances
NFPX5600,NFPX 5600 Appliance(F),,,,IA-VA,IA Virtual Appliance(F)
NFPX7600,NFPX 7600 Appliance(F),,,,,Legacy - Classic Forensics IA Hardware Appliances
NFPX7620,NFPX 7620 Appliance(F),,,,1000DIA-SW,1000D IA Appliance Software(F)
,Hermes Forensics Storage SX Subscriptions,,,,2100IA-HN48-SW,2100 HN48 IA Appliance Software(F)
NFE5000SX,Network Forensics Storage 704TB(F),,,,2600IA,2600 IA Appliance(F)
,Hermes Forensics Storage Hardware Appliance Deployment Options,,,,2600IA-SW,2600 IA Appliance Software(F)
NFSX5000,NFSX 5000 Appliance(F),,,,,Legacy - Central Management Hardware Appliance
,Hermes Central Management Virtual Appliance Deployment Options,,,,4500CM-SW,4500 CM Appliance Software(F)
CM-VA-S,Central Management - Virtual Appliance Subscription(F),,,,4500CM-SW-DTI,4500 CM Appliance Software - Dynamic Threat Intelligence(F)
CM-VA,Central Management - Virtual Appliance(F),,,,7500CM-SW,7500 CM Appliance Software(F)
,Central Management  Virtual Appliances,,,,7500CM-SW-DTI,7500 CM Appliance Software - Dynamic Threat Intelligence(F)
2500CM-VA,2500 CM Virtual Appliance(F),,,,9500CM-SW,9500 CM Appliance Software(F)
2500CM-VA-DTI,2500 CM Virtual Appliance - Dynamic Threat Intelligence(F),,,,9500CM-SW-DTI,9500 CM Appliance Software - Dynamic Threat Intelligence(F)
4500CM-VA,4500 CM Virtual Appliance(F),,,,,Legacy - Central Management Cloud
4500CM-VA-DTI,4500 CM Virtual Appliance - Dynamic Threat Intelligence(F),,,,CM2500-CLOUD,CM 2500 Cloud(F)
7500CM-VA,7500 CM Virtual Appliance(F),,,,CM2500-CLOUD-DTI,CM 2500 Cloud - Dynamic Threat Intelligence(F)
7500CM-VA-DTI,7500 CM Virtual Appliance - Dynamic Threat Intelligence(F),,,,,Legacy - Classic Forensics PX Virtual Appliances
,Central Management Hardware Appliance,,,,PX-VA,PX Virtual Appliance(F)
4600CM,4600 CM Appliance(F),,,,,Legacy - Classic Forensics PX Hardware Appliances
4600CM-SW,4600 CM Appliance Software(F),,,,1004SPX-SW,1004 S PX Appliance Software(F)
4600CM-SW-DTI,4600 CM Appliance Software - Dynamic Threat Intelligence(F),,,,2060PX-ESS96-SW,2060 ESS96 PX  Appliance Software(F)
7600CM,7600 CM Appliance(F),,,,2060PX-ESS120-SW,2060 ESS120 PX  Appliance Software(F)
7600CM-SW,7600 CM Appliance Software(F),,,,2060PX-EXT20-SW,2060 EXT 20 PX Appliance Software(F)
7600CM-SW-DTI,7600 CM Appliance Software - Dynamic Threat Intelligence(F),,,,4000SX-440PX-SW,4000 SX 440 PX  Appliance Software(F)
9600CM,9600 CM Appliance(F),,,,5600PX,5600 PX Appliance(F)
9600CM-SW,9600 CM Appliance Software(F),,,,5600PX-SW,5600 PX Appliance Software(F)
9600CM-SW-DTI,9600 CM Appliance Software - Dynamic Threat Intelligence(F),,,,7600PX,7600 PX Appliance(F)
,Legacy - Helix,,,,7600PX-SW,7600 PX Appliance Software(F)
FSO,Security Orchestration(F),,,,7620PX,7620 PX Appliance(F)
,Legacy - Classic Email Virtual Appliances,,,,7620PX-SW,7620 PX Appliance Software(F)
7700EX-BM-VA,7700 EX BareMetal Virtual Appliance(F),,,,,Legacy - Classic Forensics Storage Hardware Appliances
7700EX-BM-VA-DTI,7700 EX BareMetal Virtual Appliance - Dynamic Threat Intelligence(F),,,,5000SX,5000 SX Appliance(F)
5500EXS-VA,5500 EX Virtual Sensor Appliance(F),,,,5000SX-SW,5000 SX Appliance Software(F)
5500EXS-VA-DTI,5500 EX Virtual Sensor Appliance - Dynamic Threat Intelligence(F),,,,,Legacy - Classic File Security Virtual Appliances
,Legacy - Classic Email Hardware Appliances,,,,2500FX-VA,2500 FX Virtual Appliance(F)
3500EX-SW,3500 EX Appliance Software(F),,,,2500FX-VA-DTI,2500 FX Virtual Appliance - Dynamic Threat Intelligence(F)
3500EX-DTI,3500 EX Appliance - Dynamic Threat Intelligence(F),,,,,Legacy - Classic File Security Hardware Appliances
3600EX,3600 EX Appliance(F),,,,6500FX-SW,6500 FX Appliance Software(F)
3600EX-SW,3600 EX Appliance Software(F),,,,6500FX-DTI,6500 FX Appliance - Dynamic Threat Intelligence(F)
3600EX-DTI,3600 EX Appliance - Dynamic Threat Intelligence(F),,,,6600FX,6600 FX Appliance(F)
5500EX-SW,5500 EX Appliance Software(F),,,,6600FX-SW,6600 FX Appliance Software(F)
5500EX-DTI,5500 EX Appliance - Dynamic Threat Intelligence(F),,,,6600FX-DTI,6600 FX Appliance - Dynamic Threat Intelligence(F)
5600EX,5600 EX Appliance(F),,,,,
5600EX-SW,5600 EX Appliance Software(F),,,,,
5600EX-DTI,5600 EX Appliance - Dynamic Threat Intelligence(F),,,,,
8500EX-SW,8500 EX Appliance Software(F),,,,,
8500EX-DTI,8500 EX Appliance - Dynamic Threat Intelligence(F),,,,,
8600EX,8600 EX Appliance(F),,,,,
8600EX-SW,8600 EX Appliance Software(F),,,,,
8600EX-DTI,8600 EX Appliance - Dynamic Threat Intelligence(F),,,,,
Trellix Legacy (former FireEye),,,,,,
,Regional Data Center,,,,,
RDC-US,Data Center - US (ETP),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - US ETP,RDC-US-ETP,0,RDC-US-ETPAA,
RDC-US-NVIRGINIA,Data Center - US East (N.Virginia),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - US E-NVirginia,RDC-US-NORTHVA,0,RDC-US-NORTHVA-AA,
RDC-US-OREGON,Data Center - US West (Oregon),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - US W-Oregon,RDC-US-OREGON,0,RDC-US-OREGON-AA,
RDC-US-OHIO,Data Center - US East (Ohio),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - US E-Ohio,RDC-US-OHIO,0,RDC-US-OHIO-AA,
RDC-GOVCLOUD,Data Center - GovCloud,,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - GovCloud,RDC-GOVCLOUD,0,RDC-GOVCLOUD-AA,
RDC-CA-CENTRAL,Data Center - Canada (Central),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - CA-Central,RDC-CA-CENTRAL,0,RDC-CA-CENTRAL-AA,
RDC-BR,Data Center - South America (Sao Paulo),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - BR-SaoPaulo,RDC-BR-SAO,0,RDC-BR-SAOAA,
RDC-EU,Data Center - EU (ETP),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - EU ETP,RDC-EU-ETP,0,RDC-EU-ETPAA,
RDC-IE,Data Center - EU (Ireland),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - EU-IE-Ireland,RDC-EU-IE,0,RDC-EU-IE-AA,
RDC-DE,Data Center - EU (Frankfurt),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - EU-DE-Frankfurt,RDC-EU-DE,0,RDC-EU-DE-AA,
RDC-UK,Data Center - UK (London),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - UK-London,RDC-UK-LDN,0,RDC-UK-LDNAA,
RDC-IT,Data Center - Italy (Milan),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - IT-Milan,RDC-IT-MIL,0,RDC-IT-MILAA,
RDC-FR,Data Center - France (Paris),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - FR-Paris,RDC-FR-PAR,0,RDC-FR-PARAA,
RDC-SE,Data Center - Sweden (Stockholm),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - SE-Stockholm,RDC-SE-STH,0,RDC-SE-STHAA,
RDC-BH,Data Center - Middle East (Bahrain),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - ME-BH-Bahrain,RDC-ME-BH,0,RDC-ME-BH-AA,
RDC-ZA,Data Center - South Africa (Cape Town),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - ZA-Cape Town,RDC-ZA-CPT,0,RDC-ZA-CPTAA,
RDC-JP,Data Center - Asia Pacific (Tokyo),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - AP-JP-Tokyo,RDC-AP-JP,0,RDC-AP-JP-AA,
RDC-SG,Data Center - Asia Pacific (Singapore),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - AP-SG-Singapore,RDC-AP-SG,0,RDC-AP-SG-AA,
RDC-AU,Data Center - Asia Pacific (Sydney),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - AP-AU-Sydney,RDC-AP-AU,0,RDC-AP-AU-AA,
RDC-IN,Data Center - Asia Pacific (Mumbai),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - AP-IN-Mumbai,RDC-AP-IN,0,RDC-AP-IN-AA,
RDC-HK,Data Center - Asia Pacific (Hong Kong),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - AP-HK-HongKong,RDC-AP-HK,0,RDC-AP-HK-AA,
RDC-SKR,Data Center - Asia Pacific (Seoul),,,,,
,Standard Offering,,,,,
,Tenant Platform,,,,,
A,1-1,RDC - AP-SKR-Seoul,RDC-AP-SKR,0,RDC-AP-SKRAA,
,Hermes Email Subscriptions,,,,,
EMUSE,"Email Security Server Edition(F)
LICENSE: Per User
DELIVERABLE: Activation email
CONTENT:  Hermes base Subscription. Activation keys for Agents, DTI Content and Support for Email On-prem.
REQUIREMENTS:  Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances  - for corresponding appliance activation keys. ",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Email Sec Srv Ed (user) 2W 1:1TE,EMSE2WE1E-AA,107.87,EMSE2WE1E-AA-AA,
B,251-1000,Email Sec Srv Ed (user) 2W 1:1TE,EMSE2WE1E-AA,76.41,EMSE2WE1E-AA-BA,
C,1001-2000,Email Sec Srv Ed (user) 2W 1:1TE,EMSE2WE1E-AA,62.93,EMSE2WE1E-AA-CA,
D,2001-5000,Email Sec Srv Ed (user) 2W 1:1TE,EMSE2WE1E-AA,58.43,EMSE2WE1E-AA-DA,
E,5001-10000,Email Sec Srv Ed (user) 2W 1:1TE,EMSE2WE1E-AA,56.18,EMSE2WE1E-AA-EA,
F,10001-+,Email Sec Srv Ed (user) 2W 1:1TE,EMSE2WE1E-AA,47.19,EMSE2WE1E-AA-FA,
,1 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Email Sec Srv Ed (user) 1W 1:1TE,EMSE1WE1E-AA,124.07,EMSE1WE1E-AA-AA,
B,251-1000,Email Sec Srv Ed (user) 1W 1:1TE,EMSE1WE1E-AA,87.87,EMSE1WE1E-AA-BA,
C,1001-2000,Email Sec Srv Ed (user) 1W 1:1TE,EMSE1WE1E-AA,72.36,EMSE1WE1E-AA-CA,
D,2001-5000,Email Sec Srv Ed (user) 1W 1:1TE,EMSE1WE1E-AA,67.19,EMSE1WE1E-AA-DA,
E,5001-10000,Email Sec Srv Ed (user) 1W 1:1TE,EMSE1WE1E-AA,64.6,EMSE1WE1E-AA-EA,
F,10001-+,Email Sec Srv Ed (user) 1W 1:1TE,EMSE1WE1E-AA,54.3,EMSE1WE1E-AA-FA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Email Sec Srv Ed (user) OF 1:1TE,EMSEOFE1E-AA,129.46,EMSEOFE1E-AA-AA,
B,251-1000,Email Sec Srv Ed (user) OF 1:1TE,EMSEOFE1E-AA,91.7,EMSEOFE1E-AA-BA,
C,1001-2000,Email Sec Srv Ed (user) OF 1:1TE,EMSEOFE1E-AA,75.51,EMSEOFE1E-AA-CA,
D,2001-5000,Email Sec Srv Ed (user) OF 1:1TE,EMSEOFE1E-AA,70.12,EMSEOFE1E-AA-DA,
E,5001-10000,Email Sec Srv Ed (user) OF 1:1TE,EMSEOFE1E-AA,67.42,EMSEOFE1E-AA-EA,
F,10001-+,Email Sec Srv Ed (user) OF 1:1TE,EMSEOFE1E-AA,56.64,EMSEOFE1E-AA-FA,
EMUCL,"Email Security Cloud Edition(F)
LICENSE: Per User
DELIVERABLE: SaaS with activation email
CONTENT: Email Cloud without AntiVirus/AntiSpam functionality.
MANAGEMENT: Email Cloud has its own console
REQUIREMENTS:  Physical/virtual appliance deployment options are not relevant to the Cloud Service solution 
NOTE:  Trellix-F IAM hosted only",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Email Sec Cld Ed (user) 2W 1:1TE,EMCL2WE1E-AA,107.87,EMCL2WE1E-AA-AA,
B,251-1000,Email Sec Cld Ed (user) 2W 1:1TE,EMCL2WE1E-AA,76.41,EMCL2WE1E-AA-BA,
C,1001-2000,Email Sec Cld Ed (user) 2W 1:1TE,EMCL2WE1E-AA,62.93,EMCL2WE1E-AA-CA,
D,2001-5000,Email Sec Cld Ed (user) 2W 1:1TE,EMCL2WE1E-AA,58.43,EMCL2WE1E-AA-DA,
E,5001-10000,Email Sec Cld Ed (user) 2W 1:1TE,EMCL2WE1E-AA,56.18,EMCL2WE1E-AA-EA,
F,10001-+,Email Sec Cld Ed (user) 2W 1:1TE,EMCL2WE1E-AA,47.19,EMCL2WE1E-AA-FA,
EMUCLU,"Email Security Cloud Edition - Upgrade(F)
LICENSE: Per User
DELIVERABLE: SaaS with activation email
CONTENT: Email Cloud without AntiVirus/AntiSpam functionality.
MANAGEMENT: Email Cloud has its own console
REQUIREMENTS:  Physical/virtual appliance deployment options are not relevant to the Cloud Service solution 
NOTE:  Trellix-F IAM hosted only",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
