Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
DMOU-S,Trellix Data Loss Prevention Network Monitor Upgrade - Subscription,,,,OCR,Trellix Data Loss Prevention OCR Network (Add-on)
DPV-S,Trellix Data Loss Prevention Network Prevent - Subscription,,,,,Data Encryption (Perpetual + Support)
DPVU-S,Trellix Data Loss Prevention Network Prevent Upgrade - Subscription,,,,TDE,Trellix Drive Encryption
OCR-S,Trellix Data Loss Prevention OCR Network (Add-on) - Subscription,,,,TNE,Trellix Native Drive Encryption
OCRE-S,Trellix Data Loss Prevention OCR Endpoint (Add-on) - Subscription,,,,FRP,Trellix File and Removable Media Protection
OCREN-S,Trellix Data Loss Prevention OCR Suite (Add-on) - Subscription,,,,,Database Security (Perpetual + Support)
,Data Encryption (Subscription),,,,DCD,Trellix Database Security
TDE-S,Trellix Drive Encryption - Subscription,,,,,Data Loss Prevention (DLP) Appliances (Perpetual + Support)
TNE-S,Trellix Native Drive Encryption - Subscription,,,,8800DLP-A,Trellix DLP 8800-A Appliance
FRP-S,Trellix File and Removable Media Protection - Subscription,,,,CSADLP-B,Trellix Data Loss Prevention Network Forensics Array
Trellix Data Security,,,,,,
,"Data Security Suites (Subscription)
All new/ initial Data Security Suite opportunities (for Suites containing DLP content) require Professional Services. Reference the Quoting Handbook Product Requirements General Guidance, under Data Security section, for detailed quote and order guidance. ",,,,,
DATA-S,"Trellix Data Security Suite - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - SaaS and ePO - On-prem.
PRODUCT CONTENT: Trellix Data Security Suite combines the Trellix Data Encryption Suite of protection options to safeguard data and devices from unauthorized access with the Trellix Data Loss Prevention (DLP) Suite of solutions to discover, identify, classify, monitor and protect sensitive data on endpoints, in email, on the web and in network storage. Products included are Trellix Drive Encryption, Trellix Native Drive Encryption, Trellix File & Removable Media Protection, Trellix DLP Endpoint Complete, Trellix Device Control, Trellix DLP Network Monitor, Trellix DLP Network Prevent and Trellix DLP Discover.
",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Security Suite 1:1TE,DATAECE-AT,264.08,DATAECE-ATAA,
B,251-1000,Data Security Suite 1:1TE,DATAECE-AT,226.76,DATAECE-ATBA,
C,1001-2000,Data Security Suite 1:1TE,DATAECE-AT,191.92,DATAECE-ATCA,
D,2001-5000,Data Security Suite 1:1TE,DATAECE-AT,163.09,DATAECE-ATDA,
E,5001-10000,Data Security Suite 1:1TE,DATAECE-AT,136.25,DATAECE-ATEA,
F,10001-+,Data Security Suite 1:1TE,DATAECE-AT,104.75,DATAECE-ATFA,
DATAU-S,"Trellix Data Security Suite Upgrade  - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - SaaS and ePO - On-prem.
PRODUCT CONTENT: Trellix Data Security Suite combines the Trellix Data Encryption Suite of protection options to safeguard data and devices from unauthorized access with the Trellix Data Loss Prevention (DLP) Suite of solutions to discover, identify, classify, monitor and protect sensitive data on endpoints, in email, on the web and in network storage. Products included are Trellix Drive Encryption, Trellix Native Drive Encryption, Trellix File & Removable Media Protection, Trellix DLP Endpoint Complete, Trellix Device Control, Trellix DLP Network Monitor, Trellix DLP Network Prevent and Trellix DLP Discover.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Security Suite 1:1TE UPG,DATAECE-DT,264.08,DATAECE-DTAA,
B,251-1000,Data Security Suite 1:1TE UPG,DATAECE-DT,226.76,DATAECE-DTBA,
C,1001-2000,Data Security Suite 1:1TE UPG,DATAECE-DT,191.92,DATAECE-DTCA,
D,2001-5000,Data Security Suite 1:1TE UPG,DATAECE-DT,163.09,DATAECE-DTDA,
E,5001-10000,Data Security Suite 1:1TE UPG,DATAECE-DT,136.25,DATAECE-DTEA,
F,10001-+,Data Security Suite 1:1TE UPG,DATAECE-DT,104.75,DATAECE-DTFA,
TDL-S,"Trellix Data Loss Prevention Suite - Subscription
LICENSE: 12 Month Subscription, License Per Endpoint (Total number of Laptops, Workstation and Servers). Each Virtual Instance or Workstation is equivalent to 1 Endpoint.
DELIVERABLE:  Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
Management: ePO - SaaS and ePO - On-prem.
PRODUCT CONTENT: Available as an add on to DLP Appliances or can be used in a virtual appliance environment. Includes DLP Monitor, DLP Discover, DLP Prevent and DLP Endpoint and Device Control.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-5000,Data Loss Prevention Suite 1:1TE,TDLECE-AA,120.28,TDLECE-AA-AA,FCS Date 05/06/2025
B,5001-10000,Data Loss Prevention Suite 1:1TE,TDLECE-AA,102.65,TDLECE-AA-BA,FCS Date 05/06/2025
C,10001-25000,Data Loss Prevention Suite 1:1TE,TDLECE-AA,85.75,TDLECE-AA-CA,FCS Date 05/06/2025
D,25001-50000,Data Loss Prevention Suite 1:1TE,TDLECE-AA,68.81,TDLECE-AA-DA,FCS Date 05/06/2025
E,50001-100000,Data Loss Prevention Suite 1:1TE,TDLECE-AA,55.25,TDLECE-AA-EA,FCS Date 05/06/2025
F,100001-+,Data Loss Prevention Suite 1:1TE,TDLECE-AA,41.74,TDLECE-AA-FA,FCS Date 05/06/2025
DATA-DB-S,"Trellix Database Security for Data Security Suite - Subscription
LICENSE: Per Database Instance.
DELIVERABLE: Download.
PRODUCT CONTENT: Trellix Database Security finds and protects sensitive information in databases from accidental leakage or intentional exploitation while maintaining database performance and managing user access. Adding this protection to the Data Security Suite will provide the most comprehensive protection for sensitive information across the environment. Products included are Databases Activity Monitoring which provides real-time database activity monitoring, intrusion prevention, Virtual Patching for databases which helps ensure patches are applied quickly when available and adds security when patches can’t be applied, and Vulnerability Manager for Databases which scans databases and reports on patch levels, detected vulnerabilities, insecure code, weak passwords, rootkits and other malware.
REQUIREMENT: To be sold only as an add-on to customers with DATA licenses or subscription",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Database Sec f/DataSecSte 1:1TE,DDBECE-AA,6774.13,DDBECE-AA-AA,
B,251-1000,Database Sec f/DataSecSte 1:1TE,DDBECE-AA,3720.34,DDBECE-AA-BA,
C,1001-2000,Database Sec f/DataSecSte 1:1TE,DDBECE-AA,2700.8,DDBECE-AA-CA,
D,2001-5000,Database Sec f/DataSecSte 1:1TE,DDBECE-AA,2135.37,DDBECE-AA-DA,
E,5001-10000,Database Sec f/DataSecSte 1:1TE,DDBECE-AA,1620.5,DDBECE-AA-EA,
F,10001-+,Database Sec f/DataSecSte 1:1TE,DDBECE-AA,1095.33,DDBECE-AA-FA,
NDLP-S,"Trellix Data Security Network Suite- Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
MANAGEMENT: ePO - SaaS and ePO - On–prem included to manage appliances and virtual appliances and Discover.  Data Loss Prevention Endpoint IS NOT included.
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
PRODUCT CONTENT: Appliance software available as an add on to DLP appliances (Prevent and Monitor) or can be used in a virtual appliance environment.  Also includes Discover software.
PRODUCT REQUIRES: ePO - SaaS or ePO - On–prem for on-premises management. Refer to the FAQs for latest product compatibility matrix  for the latest version requirements.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-5000,Data Sec Network Suite 1:1TE,NDLECE-AT,128.45,NDLECE-AT-AA,
B,5001-10000,Data Sec Network Suite 1:1TE,NDLECE-AT,109.64,NDLECE-AT-BA,
C,10001-25000,Data Sec Network Suite 1:1TE,NDLECE-AT,91.57,NDLECE-AT-CA,
D,25001-50000,Data Sec Network Suite 1:1TE,NDLECE-AT,73.49,NDLECE-AT-DA,
E,50001-100000,Data Sec Network Suite 1:1TE,NDLECE-AT,59.04,NDLECE-AT-EA,
F,100001-+,Data Sec Network Suite 1:1TE,NDLECE-AT,44.57,NDLECE-AT-FA,
NDLPU-S,"Trellix Data Security Network Suite Upgrade - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
MANAGEMENT: ePO - SaaS and ePO - On–prem included to manage appliances and virtual appliances and Discover.  Data Loss Prevention Endpoint IS NOT included.
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
PRODUCT CONTENT: Appliance software available as an add on to DLP appliances (Prevent and Monitor) or can be used in a virtual appliance environment.  Also includes Discover software.
PRODUCT REQUIRES: ePO - SaaS or ePO - On–prem for on-premises management. Refer to the FAQs for latest product compatibility matrix  for the latest version requirements.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-5000,Data Sec Network Suite UPG 1:1TE,NDLECE-DT,128.45,NDLECE-DT-AA,
B,5001-10000,Data Sec Network Suite UPG 1:1TE,NDLECE-DT,109.64,NDLECE-DT-BA,
C,10001-25000,Data Sec Network Suite UPG 1:1TE,NDLECE-DT,91.57,NDLECE-DT-CA,
D,25001-50000,Data Sec Network Suite UPG 1:1TE,NDLECE-DT,73.49,NDLECE-DT-DA,
E,50001-100000,Data Sec Network Suite UPG 1:1TE,NDLECE-DT,59.04,NDLECE-DT-EA,
F,100001-+,Data Sec Network Suite UPG 1:1TE,NDLECE-DT,44.57,NDLECE-DT-FA,
CDA-S,"Trellix Data Security Endpoint Protection Suite - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage DLP Endpoint Complete, Drive Encryption, File & Removable Media Protection and Native Drive Encryption Subscriptions.
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
PRODUCT CONTENT: Provides the core features of the Data Security Encryption Suite, along with DLP Endpoint Complete. Includes DLP Endpoint Complete, Drive Encryption, File & Removable Media Protection and Native Drive Encryption.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management of DLP Endpoint Complete, Drive Encryption, File & Removable Media Protection and Native Drive Encryption. Does not require Endpoint protection, but will require the Trellix Agent.
Note: Trellix File & Removable Media Protection in ePO SaaS is currently limited to removable media offsite encryption.
Note: Trellix Native Drive Encryption in ePO SaaS does not support network unlock or AD preboot authentication (deprecated).",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Sec Endpt Prot Suite 1:1TE,CDAECE-AT,149.52,CDAECE-AT-AA,
B,251-1000,Data Sec Endpt Prot Suite 1:1TE,CDAECE-AT,129.07,CDAECE-AT-BA,
C,1001-2000,Data Sec Endpt Prot Suite 1:1TE,CDAECE-AT,110.46,CDAECE-AT-CA,
D,2001-5000,Data Sec Endpt Prot Suite 1:1TE,CDAECE-AT,98.18,CDAECE-AT-DA,
E,5001-10000,Data Sec Endpt Prot Suite 1:1TE,CDAECE-AT,84.39,CDAECE-AT-EA,
F,10001-+,Data Sec Endpt Prot Suite 1:1TE,CDAECE-AT,65.69,CDAECE-AT-FA,
CDAU-S,"Trellix Data Security Endpoint Protection Suite Upgrade  - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage DLP Endpoint Complete, Drive Encryption, File & Removable Media Protection and Native Drive Encryption Subscriptions.
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
PRODUCT CONTENT: Upgrade from CDB (Data Encryption Suite) that provides the core features of the Data Security Encryption Suite, along with DLP Endpoint Complete. Includes DLP Endpoint Complete, Drive Encryption, File & Removable Media Protection and Native Drive Encryption.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management of DLP Endpoint Complete, Drive Encryption, File & Removable Media Protection and Native Drive Encryption. Does not require Endpoint protection, but will require the Trellix Agent.
Note: Trellix File & Removable Media Protection in ePO SaaS is currently limited to removable media offsite encryption.
Note: Trellix Native Drive Encryption in ePO SaaS does not support network unlock or AD preboot authentication (deprecated).",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Sec Endpt Prot Suite UPG 1:1TE,CDAECE-DT,149.52,CDAECE-DT-AA,
B,251-1000,Data Sec Endpt Prot Suite UPG 1:1TE,CDAECE-DT,129.07,CDAECE-DT-BA,
C,1001-2000,Data Sec Endpt Prot Suite UPG 1:1TE,CDAECE-DT,110.46,CDAECE-DT-CA,
D,2001-5000,Data Sec Endpt Prot Suite UPG 1:1TE,CDAECE-DT,98.18,CDAECE-DT-DA,
E,5001-10000,Data Sec Endpt Prot Suite UPG 1:1TE,CDAECE-DT,84.39,CDAECE-DT-EA,
F,10001-+,Data Sec Endpt Prot Suite UPG 1:1TE,CDAECE-DT,65.69,CDAECE-DT-FA,
CDB-S,"Trellix Data Encryption Suite  - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage Drive Encryption, File & Removable Media Protection and Native Drive Encryption Subscriptions.
PRODUCT CONTENT: Trellix Drive Encryption offers a full disk encryption solution with user and role-based access control, end user self-service recovery options, and full auditing capabilities for compliance needs. 
Trellix File & Removable Media Protection offers an encryption solution for files, folders, network shares, removable media and optical media, with the ability to define compartments of data that can only be accessed by authorized personnel or managed devices. 
Trellix Native Drive Encryption offers a light-weight, centralized solution for managing the native full disk encryption technology of Microsoft (BitLocker) and Apple (FileVault) devices, with a focus on low maintenance and quick time-to-compliance. 
All three solutions are managed from within the same unified ePO console.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises of Drive Encryption, File & Removable Media Protection and Native Drive Encryption. Does not require Endpoint protection, but will require the Trellix Agent.
Note: Trellix File & Removable Media Protection in ePO SaaS is currently limited to removable media offsite encryption.
Note: Trellix Native Drive Encryption in ePO SaaS does not support network unlock or AD preboot authentication (deprecated).",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Encryption Suite 1:1TE,CDBECE-AT,115.59,CDBECE-AT-AA,
B,251-1000,Data Encryption Suite 1:1TE,CDBECE-AT,99.7,CDBECE-AT-BA,
C,1001-2000,Data Encryption Suite 1:1TE,CDBECE-AT,82.03,CDBECE-AT-CA,
D,2001-5000,Data Encryption Suite 1:1TE,CDBECE-AT,69.71,CDBECE-AT-DA,
E,5001-10000,Data Encryption Suite 1:1TE,CDBECE-AT,56.03,CDBECE-AT-EA,
F,10001-+,Data Encryption Suite 1:1TE,CDBECE-AT,42.48,CDBECE-AT-FA,
CDBU-S,"Trellix Data Encryption Suite - Subscription Upgrade
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage Drive Encryption, File & Removable Media Protection and Native Drive Encryption Subscriptions.
PRODUCT CONTENT: Upgrade from CDE (Complete Data Protection Essentials) to the Trellix Data Encryption Suite.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises of Drive Encryption, File & Removable Media Protection and Native Drive Encryption. Does not require Endpoint protection, but will require the Trellix Agent.
Note: Trellix File & Removable Media Protection in ePO SaaS is currently limited to removable media offsite encryption.
Note: Trellix Native Drive Encryption in ePO SaaS does not support network unlock or AD preboot authentication (deprecated)",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Encryption Suite UPG 1:1TE,CDBECE-DT,115.59,CDBECE-DT-AA,
B,251-1000,Data Encryption Suite UPG 1:1TE,CDBECE-DT,99.7,CDBECE-DT-BA,
C,1001-2000,Data Encryption Suite UPG 1:1TE,CDBECE-DT,82.03,CDBECE-DT-CA,
D,2001-5000,Data Encryption Suite UPG 1:1TE,CDBECE-DT,69.71,CDBECE-DT-DA,
E,5001-10000,Data Encryption Suite UPG 1:1TE,CDBECE-DT,56.03,CDBECE-DT-EA,
F,10001-+,Data Encryption Suite UPG 1:1TE,CDBECE-DT,42.48,CDBECE-DT-FA,
,"Data Loss Prevention (DLP) (Subscription)
All new/ initial DLP opportunities require Professional Services. Reference the Quoting Handbook Product Requirements General Guidance, under Data Security section, for detailed quote and order guidance.",,,,,
DLP-S,"Trellix Data Loss Prevention Endpoint Complete - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - SaaS and ePO - On-prem
PRODUCT CONTENT: A comprehensive data loss prevention solution comprised DLP Endpoint & Device Control that can be installed on endpoints across the enterprise.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management of Data Loss Prevention Endpoint. Refer to the FAQs for latest product compatibility matrix  for the latest version requirements. Does not require Endpoint protection, but will require the Trellix Agent.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Loss Prvtn Endpt Comp 1:1TE,DLPECE-AT,100.36,DLPECE-AT-AA,
B,251-1000,Data Loss Prvtn Endpt Comp 1:1TE,DLPECE-AT,75.42,DLPECE-AT-BA,
C,1001-2000,Data Loss Prvtn Endpt Comp 1:1TE,DLPECE-AT,62.37,DLPECE-AT-CA,
D,2001-5000,Data Loss Prvtn Endpt Comp 1:1TE,DLPECE-AT,54.87,DLPECE-AT-DA,
E,5001-10000,Data Loss Prvtn Endpt Comp 1:1TE,DLPECE-AT,46.16,DLPECE-AT-EA,
F,10001-+,Data Loss Prvtn Endpt Comp 1:1TE,DLPECE-AT,38.62,DLPECE-AT-FA,
DLPU-S,"Trellix Data Loss Prevention Endpoint Complete Upgrade - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
Upgrade from DLP (Data Loss Prevention Endpoint).
MANAGEMENT: ePO - SaaS and ePO - On-prem
PRODUCT CONTENT: A comprehensive data loss prevention solution comprised DLP Endpoint & Device Control that can be installed on endpoints across the enterprise.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management of Data Loss Prevention Endpoint. Refer to the FAQs for latest product compatibility matrix  for the latest version requirements. Does not require Endpoint protection, but will require the Trellix Agent.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Data Loss Prvtn Endpt Comp UPG 1:1TE,DLPECE-DT,100.36,DLPECE-DT-AA,
B,251-1000,Data Loss Prvtn Endpt Comp UPG 1:1TE,DLPECE-DT,75.42,DLPECE-DT-BA,
C,1001-2000,Data Loss Prvtn Endpt Comp UPG 1:1TE,DLPECE-DT,62.37,DLPECE-DT-CA,
D,2001-5000,Data Loss Prvtn Endpt Comp UPG 1:1TE,DLPECE-DT,54.87,DLPECE-DT-DA,
E,5001-10000,Data Loss Prvtn Endpt Comp UPG 1:1TE,DLPECE-DT,46.16,DLPECE-DT-EA,
F,10001-+,Data Loss Prvtn Endpt Comp UPG 1:1TE,DLPECE-DT,38.62,DLPECE-DT-FA,
DLS,"Trellix Data Loss Prevention Extended Data Retention (Add On)
LICENSE: 12 Month Subscription.  Increases retention duration of DLP incidents stored in the cloud from 100 days to 1 year.
DELIVERABLE: None, this is a change to the SaaS service, an activation email is sent
MANAGEMENT: Only required if using ePO (SaaS) for management.
PRODUCT CONTENT: Increases duration  of DLP incidents stored in ePO - SaaS from 100 days to 1 year.  Also increases the maximum number of incidents stored from 2 million to 7 million.  Note storage SKU can only be purchased once per customer, multiples are not allowed.  Once purchased, if subscription is not renewed in subsequent years the storage will revert back to 100 day retention (max 2 million incidents) and the oldest incidents will be deleted.
PRODUCT REQUIRES: ePO - SaaS and DLP.PRICED AS:  10% of the price of the applicable base DLP subscription product being sold or renewed. DLS addon is subject to a minumum charge of $20k per year.  Where the annualized DLP subscription value of a deal is less than $200k the DLS addon annual mininum price must be observed",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,DLP Extended Data Rtn AddOn 1:1TE,DLSECE-AT,Call For Quote,DLSECE-AT-AA,
DEC-S,"Trellix Device Control - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - On-prem, ePO - SaaS
PRODUCT CONTENT: Trellix Device Control provides policy management for device and data control and blocking.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Device Control 1:1TE,DECECE-AT,37.59,DECECE-AT-AA,
B,251-1000,Device Control 1:1TE,DECECE-AT,29.57,DECECE-AT-BA,
C,1001-2000,Device Control 1:1TE,DECECE-AT,24.97,DECECE-AT-CA,
D,2001-5000,Device Control 1:1TE,DECECE-AT,22.72,DECECE-AT-DA,
E,5001-10000,Device Control 1:1TE,DECECE-AT,18.76,DECECE-AT-EA,
F,10001-+,Device Control 1:1TE,DECECE-AT,15.91,DECECE-AT-FA,
DDS-S,"Trellix Data Loss Prevention Discover - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment (agent and Discover software installed on a Windows ® Server).
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage Discover software.
PRODUCT CONTENT: DLP Discover software.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management.  Refer to the FAQs for latest product compatibility matrix  for the latest version requirements.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-5000,DLP Network Discover 1:1TE,DDSECE-AT,53.22,DDSECE-AT-AA,
B,5001-10000,DLP Network Discover 1:1TE,DDSECE-AT,44.74,DDSECE-AT-BA,
C,10001-25000,DLP Network Discover 1:1TE,DDSECE-AT,37.48,DDSECE-AT-CA,
D,25001-50000,DLP Network Discover 1:1TE,DDSECE-AT,30.24,DDSECE-AT-DA,
E,50001-100000,DLP Network Discover 1:1TE,DDSECE-AT,24.2,DDSECE-AT-EA,
F,100001-+,DLP Network Discover 1:1TE,DDSECE-AT,18.15,DDSECE-AT-FA,
DDSU-S,"Trellix Data Loss Prevention Discover Upgrade - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-poremises deployment (agent and Discover software installed on a Windows ® Server).
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage Discover software.
PRODUCT CONTENT: Upgrade from DDS.  DLP Discover software.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management.  Refer to the FAQs for latest product compatibility matrix  for the latest version requirements.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-5000,DLP Network Discover UPG 1:1TE,DDSECE-DT,53.22,DDSECE-DT-AA,
B,5001-10000,DLP Network Discover UPG 1:1TE,DDSECE-DT,44.74,DDSECE-DT-BA,
C,10001-25000,DLP Network Discover UPG 1:1TE,DDSECE-DT,37.48,DDSECE-DT-CA,
D,25001-50000,DLP Network Discover UPG 1:1TE,DDSECE-DT,30.24,DDSECE-DT-DA,
E,50001-100000,DLP Network Discover UPG 1:1TE,DDSECE-DT,24.2,DDSECE-DT-EA,
F,100001-+,DLP Network Discover UPG 1:1TE,DDSECE-DT,18.15,DDSECE-DT-FA,
DMO-S,"Trellix Data Loss Prevention Network Monitor - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage appliances and virtual appliances.
PRODUCT CONTENT: DLP Monitor Appliance software is available as an add on to DLP Appliances or can be used in a virtual appliance environment.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management.  Refer to the FAQs for latest product compatibility matrix  for the latest version requirements.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-5000,DLP Network Monitor 1:1TE,DMOECE-AT,53.22,DMOECE-AT-AA,
B,5001-10000,DLP Network Monitor 1:1TE,DMOECE-AT,44.74,DMOECE-AT-BA,
C,10001-25000,DLP Network Monitor 1:1TE,DMOECE-AT,37.48,DMOECE-AT-CA,
D,25001-50000,DLP Network Monitor 1:1TE,DMOECE-AT,30.24,DMOECE-AT-DA,
E,50001-100000,DLP Network Monitor 1:1TE,DMOECE-AT,24.2,DMOECE-AT-EA,
F,100001-+,DLP Network Monitor 1:1TE,DMOECE-AT,18.15,DMOECE-AT-FA,
DMOU-S,"Trellix Data Loss Prevention Network Monitor Upgrade - Subscription
LICENSE: Per Endpoint (Total number of Laptops, Workstation and Servers)
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT: ePO - SaaS and ePO - On-prem included to manage appliances and virtual appliances.
PRODUCT CONTENT: Upgrade from DMO.  DLP Monitor Appliance software is available as an add on to DLP Appliances or can be used in a virtual appliance environment.
PRODUCT REQUIRES: ePO - SaaS or ePO - On-prem for on-premises management.  Refer to the FAQs for latest product compatibility matrix  for the latest version requirements.",,,,,
,Upgrade Subscription Offering,,,,,
