Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
NET-I/O-E-MOD-4P-SR-100G,Trellix Network Security 4-Port 100/40 GigE SR Fiber Network I/O Expansion Module (without Fail-Open),,,,NFPX-VA-T,Network Forensics Security PX - Virtual Appliance(T)
NET-I/O-E-MOD-4P-SRP-100G,Trellix Network Security 4-Port 100/40 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),,,,,Hermes Forensics PX Hardware Appliance Deployment Options
NET-I/O-E-MOD-4P-BIDI-100,Trellix Network Security 4-Port 100/40 GigE BIDI Network I/O Expansion Module (with Built-In Fail-Open),,,,NFPX5600-T,NFPX 5600 Appliance(T)
NET-I/O-E-MOD-4P-LR-100G,Trellix Network Security 4-Port 100 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),,,,NFPX7600-T,NFPX 7600 Appliance(T)
NET-I/O-E-MOD-4P-LR-40G,Trellix Network Security 4-Port 40 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),,,,NFPX7620-T,NFPX 7620 Appliance(T)
NET-I/O-E-MOD-2P-SR-100G,Trellix Network Security 2-Port 100/40 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),,,,,Hermes Forensics Storage SX Subscriptions
NET-I/O-E-MOD-2PORT-100G,Trellix Network Security 2-Port 100GigE QSFP28 Network I/O Expansion Module (without Built-In Fail-Open),,,,NFE5000SX-T,Network Forensics Storage 704TB(T)
NET-I/O-E-MOD-4PORT-LR,Trellix Network Security 4-Port 10/1 GigE 10GBASE-LR/1000BASE-LX SM Net I/O Exp Mod (with Built-In Fail-Open),,,,,Hermes Forensics Storage Hardware Appliance Deployment Options
NET-I/O-E-MOD-4PORT-SR-62,Trellix Network Security 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 62.5 MM Net I/O Exp Mod(w/ Built-In FailOpen),,,,NFSX5000-T,NFSX 5000 Appliance(T)
NET-I/O-E-MOD-8PORT,Trellix Network Security 8-Port 10/1 GigE SFP+/SFP Network I/O Expansion Module (without Built-In Fail-Open),,,,,Hermes Central Management Virtual Appliance Deployment Options
NET-I/O-E-MOD-6PORT,Trellix Network Security 6-Port 1GigE 1000BASE-T Network I/O Expansion Module (with Built-In Fail-Open),,,,CM-VA-S-T,Central Management - Virtual Appliance Subscription(T)
NET-I/O-E-MOD-4PORT-1,Trellix Network Security 4-Port 40GigE QSFP+ Network I/O Expansion Module (without Built-In Fail-Open),,,,CM-VA-T,Central Management - Virtual Appliance(T)
NET-I/O-E-MOD-4PORT,Trellix Network Security 4-Port 10GBASE-T Copper Network I/O Expansion Module (with Build-in Fail-Open),,,,,Central Management  Virtual Appliances
NET-I/O-E-MOD-6P-RJ45-10G,Trellix Network Security 6-Port 10/1 GigE RJ45 Network I/O Expansion Module (with Built-In Fail-Open),,,,2500CM-VA-T,2500 CM Virtual Appliance(T)
NET-I/O-E-MOD-8P-SR-10G,Trellix Network Security 8-Port 10/1 GigE SR Fiber Network I/O Expansion Module (with Built-In Fail-Open),,,,2500CM-VA-DTI-T,2500 CM Virtual Appliance - Dynamic Threat Intelligence(T)
NET-I/O-E-MOD-8P-LR-10G,Trellix Network Security 8-Port 10/1 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),,,,4500CM-VA-T,4500 CM Virtual Appliance(T)
NET-I/O-E-MOD-4PORT-SR-50,Trellix Network Security 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 50 MM Net I/O Exp Mod (w/ Built-In Fail-Open),,,,4500CM-VA-DTI-T,4500 CM Virtual Appliance - Dynamic Threat Intelligence(T)
NET-I/O-E-MOD-4P-SR-10G,Trellix Network Security 4-Port 10/1 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),,,,7500CM-VA-T,7500 CM Virtual Appliance(T)
NET-I/O-E-MOD-4P-RJ45-1G,Trellix Network Security 4-Port 1G/100M/10M RJ45 Network I/O Expansion Module (with Built-In Fail-Open),,,,7500CM-VA-DTI-T,7500 CM Virtual Appliance - Dynamic Threat Intelligence(T)
,Network IPS Fail-Open Chassis,,,,,Central Management Hardware Appliance
FO-CHASSIS,Trellix Network Security Active 1/10G Fail-Open Chassis,,,,4600CM-T,4600 CM Appliance(T)
FO-CHASSIS-40G,Trellix Network Security Active 40G Fail-Open Chassis,,,,4600CM-SW-T,4600 CM Appliance Software(T)
FO-CHASSIS-100G,Trellix Network Security Active 100G Fail-Open Chassis,,,,4600CM-SW-DTI-T,4600 CM Appliance Software - Dynamic Threat Intelligence(T)
,Network IPS Fail-Open Kits/Modules,,,,7600CM-T,7600 CM Appliance(T)
AFO-MOD-2PORT-100G-LR4,Trellix Network Security 100GigE QSFP28 LR4 SM Active Fail-Open Module,,,,7600CM-SW-T,7600 CM Appliance Software(T)
AFO-MOD-2PORT-100G-SR4,Trellix Network Security 100GigE QSFP28 SR4 MM Active Fail-Open Module,,,,7600CM-SW-DTI-T,7600 CM Appliance Software - Dynamic Threat Intelligence(T)
AFO-MODULE-2PORT-LR4,Trellix Network Security 40GigE QSFP+ LR4 SM Active Fail-Open Module,,,,9600CM-T,9600 CM Appliance(T)
AFO-MODULE-2PORT-SR4,Trellix Network Security 40GigE QSFP+ SR4 MM Active Fail-Open Module,,,,9600CM-SW-T,9600 CM Appliance Software(T)
AFO-MODULE-2PORT-BIDI,Trellix Network Security 40GigE QSFP+ BiDi Active Fail-Open Module,,,,9600CM-SW-DTI-T,9600 CM Appliance Software - Dynamic Threat Intelligence(T)
FO-MODULE-DS-10-LR,Trellix Network Security Dual Segment 10GigE 10GBASE-LR SM Active Fail-Open Module,,,,,
FO-MODULE-DS-10-SR,Trellix Network Security Dual Segment 10GigE 10GBASE-SR MM Active Fail-Open Module,,,,,
FO-MODULE-1-LX,Trellix Network Security 1GigE 1000BASE-LX SM Active Fail-Open Module,,,,,
FO-MODULE-1-SX,Trellix Network Security 1GigE 1000BASE-SX MM Active Fail-Open Module,,,,,
FO-MODULE-1-T,Trellix Network Security 1GigE 1000BASE-T Active Fail-Open Module,,,,,
Trellix Network Security,,,,,,
,"Network IPS Management Solutions
Restrictions apply for importing units into Israel.  Refer to Product Management for guidance on quotes for use in these locations.",,,,,
NSM,"Trellix Network Security Manager Next Generation Appliance-Only for Standard, Global, Failover and Central manager
LICENSE: Separate subscription required.
DELIVERABLE: Hardware appliance loaded with required but separate corresponding NSM subscription license.
PRODUCT CONTENT: Delivers turn-key hardware appliance with dual power supply standard.
REQUIRES purchase of a separate software subscription license. The hardware can be used for any of the purposes related to managing NSP sensors. This includes NSM Standard, NSM Global/CM subscription or use as a failover. Annual support includes hardware support only. Software support is included in the subscription license. Purchase of NSM hardware appliance is optional and customers can opt for a software only manager by just subscribing to a software license.",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,Network Security Manager Appl NG,NSM-MAPL-NG,28051.73,NSM-MAPL-NGA,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,Net Sec Mngr Appl NG 1Yr NBD,NYVMAPLNGNBD,6441.11,NYVMAPLNGNBDA,
NMG,"Trellix Network Security Manager Software Subscription Global Edition
LICENSE: Per instance or MDR pair, annual software subscription.
DELIVERABLE: Software download or preinstalled on optional hardware appliance.
PRODUCT CONTENT: Delivers advanced IDS/IPS Management functionality. License for management of more than 6 (unlimited) hardware Network Security sensors of any kind and unlimited number of virtual network security sensors; or use as NSM Central Manager. Includes Standard one year Business SW Support with Security Alerting Service that provides proactive notification on viruses, vulnerability alerts, product updates and patch availability. This license permits running up to two instances of the NSM application, as long as those two are configured as an MDR pair.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Net Sec Mngr Global SW 1:1 TE Sub,NMGECE-AA,35068.17,NMGECE-AA-AA,
NMS,"Trellix Network Security Manager Software Subscription Standard Edition
LICENSE: Per instance or MDR pair, annual software subscription.
DELIVERABLE:  Software download or preinstalled on optional hardware appliance.
PRODUCT CONTENT: Delivers advanced IDS/IPS Management functionality. License for management of up to 6 hardware  Network Security sensors of any kind and unlimited number of virtual network security sensors. Included Business SW Support includes Security Alerting Service that provides proactive notification on viruses, vulnerability alerts, product updates and patch availability. This license permits running up to two instances of the NSM application, as long as those two are configured as an MDR pair.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Net Sec Mngr Stnd SW 1:1 TE Sub,NMSECE-AA,11085.98,NMSECE-AA-AA,
NMT,"Trellix Network Security Manager Software Subscription Starter Edition
LICENSE: Per instance or MDR pair, annual software subscription.
DELIVERABLE: Software download only.
PRODUCT CONTENT: Delivers advanced IDS/IPS Management functionality. License for management of up to 2 hardware  Network Security sensors of any kind and unlimited number of virtual network security sensors. Included Business SW Support includes Security Alerting Service that provides proactive notification on viruses, vulnerability alerts, product updates and patch availability. This license permits running up to two instances of the NSM application, as long as those two are configured as an MDR pair. This license cannot be combined with the NSM hardware and is available as a software subscription only.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Net Sec Mngr Start SW 1:1 TE Sub,NMTECE-AA,3634.54,NMTECE-AA-AA,
,Next Generation Network IPS Virtual Appliances,,,,,
IPS-VM1000-CLD-SUB,"Trellix Virtual Network Security Platform Appliance - IPS-VM1000-CLD-SUB
LICENSE:  Per Throughput Capacity.
DELIVERABLE: Software Download. License key delivered via email that includes the count of copies purchased.
PRODUCT CONTENT: Virtual Network Security IPS appliance.  Network Intrusion Detection and Prevention System with support for network virtualization and for use with multiple Private and Public Cloud platforms. Includes a NSM software license (entitlement is only for managing vNSP, not for physical NSP appliances).
• Throughput Capacity version available: Large (up to 1 Gbps).
• Single purchase supports installation across all supported platforms.
• Throughput capacity aggregated and shared across all installed platforms.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,vNSP Cloud Large (1Gbps) 1:1 TE,VC3ECE-AB,24127.52,VC3ECE-AB-AA,
IPS-VM1000-SSL-CLD-SUB,"Trellix Virtual Network Security Platform Appliance with Inbound/Outbound SSL enabled
LICENSE:  Per Throughput Capacity.
DELIVERABLE: Software Download. License key delivered via email that includes the count of copies purchased.
PRODUCT CONTENT: Virtual Network Security IPS appliance with Inbound/Outbound SSL enabled.  Network Intrusion Detection and Prevention System with support for network virtualization and for use with multiple Private and Public Cloud platforms. Includes a NSM software license (entitlement is only for managing vNSP, not for physical NSP appliances).
• Throughput Capacity version available: Large (up to 1 Gbps).
• Single purchase supports installation across all supported platforms.
• Throughput capacity aggregated and shared across all installed platforms.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,vNSP Cloud Large (1Gbps) SSL 1:1 TE,SSLVC3ECE-AB,32466.52,SSLVC3ECE-AB-AA,FCS Date 03/31/2025
,Network IPS Appliances: NS9600 Series,,,,,
IPS NS9600,"Trellix Network Security IPS NS9600 Appliance
LICENSE: Per Unit.
PRODUCT CONTENT:
* Integrated Network Intrusion Detection & Prevention appliance in a 1U chassis.
* This appliance delivers up to 60 Gbps of next-generation IPS performance
* Includes four (4) fixed 100/40 GigE QSFP28/QSFP+ ports (transceiver sold separately), and three (3) slots for network I/O expansion modules.
* Supports following 8 network I/O expansion modules:
(1) 4-Port 100/40 GigE SR Network I/O Expansion Module (without Fail-Open)
(2) 4-Port 100/40 GigE SR Network I/O Expansion Module (with Built-In Fail-Open)
(3) 4-Port 100/40 GigE BIDI Network I/O Expansion Module (with Built-In Fail-Open)
(4) 4-Port 100 GigE LR Network I/O Expansion Module (with Built-In Fail-Open)
(5) 4-Port 40 GigE LR Network I/O Expansion Module (with Built-In Fail-Open)
(6) 6-Port 10/1 GigE RJ45 Network I/O Expansion Module (with Built-In Fail-Open)
(7) 8-Port 10/1 GigE SR Fiber Network I/O Expansion Module (with Built-In Fail-Open)
(8) 8-Port 10/1 GigE LR Network I/O Expansion Module (with Built-In Fail-Open)
* Supports the following 3 transceivers for the fixed 100/40 GigE QSFP28/QSFP+ ports:
(1) 100GigE QSFP28 100GBASE-SR4 MMF Transceiver
(2) 100GigE QSFP28 100GBASE-LR4 SMF Transceiver
(3) 40GigE QSFP+ 40GBASE-LR4 SM Transceiver
(4) 40GigE QSFP+ 40GBASE-SR4 MM Transceiver
* Includes redundant 750W AC power supply
* Purchase of Software capacity SKU required
* Purchase of Hardware support required",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,NetSec IPS-NS9600 Appliance,IPS-NS9600,158704.93,IPS-NS9600A,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,NetSec IPS-NS9600 Appl 1Yr NBD,RBIPSNS9600NBD,36312.18,RBIPSNS9600NBDA,
NS9600-20GBPS-S,"Trellix IPS NS9600 - 20Gbps Software license (Throughput based entitlement)
LICENSE: Per Unit
DELIVERABLE: Software download or preinstalled on hardware appliance
PRODUCT CONTENT:This software license will provide 20Gbps of IPS Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9600 (20Gbps) 1:1 TE,NS96X20ECE-AT,177898.75,NS96X20ECE-AT-AA,
NS9600-40GBPS-S,"Trellix IPS NS9600 - 40Gbps Software license (Throughput based entitlement)
LICENSE: Per Unit.
DELIVERABLE: Software download or preinstalled on hardware appliance
PRODUCT CONTENT:This software license will provide 40Gbps of IPS Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9600 (40Gbps) 1:1 TE,NS96X40ECE-AT,327333.7,NS96X40ECE-AT-AA,
NS9600-60GBPS-S,"Trellix IPS NS9600 - 60Gbps Software license (Throughput based entitlement)
LICENSE: Per Unit.
DELIVERABLE: Software download
PRODUCT CONTENT:This software license will provide 60Gbps of IPS Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9600 (60Gbps) 1:1 TE,NS96X60ECE-AT,448304.86,NS96X60ECE-AT-AA,
NS9600-20GBPS FO-S,"Trellix IPS NS9600 - 20Gbps Failover (HA) Software license (Throughput based entitlement)
LICENSE: Per Unit.
DELIVERABLE: Software download
PRODUCT CONTENT:This software license will provide 20Gbps of IPS Failover (HA) Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9600 (20Gbps) FO 1:1 TE,FO96X20ECE-AT,133424.08,FO96X20ECE-AT-AA,
NS9600-40GBPS FO-S,"Trellix IPS NS9600 - 40Gbps Failover (HA) Software license (Throughput based entitlement)
LICENSE: Per Unit.
DELIVERABLE: Software download
PRODUCT CONTENT:This software license will provide 40Gbps of IPS Failover (HA) Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9600 (40Gbps) FO 1:1 TE,FO96X40ECE-AT,192130.68,FO96X40ECE-AT-AA,
NS9600-60GBPS FO-S,"Trellix IPS NS9600 - 60Gbps Failover (HA) Software license (Throughput based entitlement)
LICENSE: Per Unit.
DELIVERABLE: Software download or preinstalled on hardware appliance
PRODUCT CONTENT:This software license will provide 60Gbps of IPS Failover (HA) Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9600 (60Gbps) FO 1:1 TE,FO96X60ECE-AT,336228.7,FO96X60ECE-AT-AA,
IPS NS9600 SSL,"Trellix Network Security IPS NS9600 Appliance - Inbound/Outbound SSL
LICENSE: Per Unit
DELIVERABLE: License file delivered via email
PRODUCT CONTENT: Provides Inbound/Outbound SSL MITM  decryption capability
Requires the Sensor Appliance running NSP software that can support SSL decryption. Price is for appliance.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Net IPS NS9600 SSL 1:1 TE,SSL9600ECE-AT,79683.82,SSL9600ECE-AT-AA,FCS Date 03/31/2025
,Network IPS Appliances: NS9500 Series,,,,,
IPS NS9500,"Trellix Network Security IPS NS9500 Appliance
LICENSE: Per Unit.
PRODUCT CONTENT:
* Integrated Network Intrusion Detection & Prevention appliance in a 1U chassis.
* A single appliance can deliver up to 30 Gbps – SKU options with one appliance would be 10, 20, 30 Gbps
* For 40 and 60 Gbps, two appliances are required (stacking)
* For 100 Gbps, the requirement is four appliances (stacking)
* Includes four (4) fixed 100Mbps/1000Mbps/10Gbps RJ45 copper ports (with built-in fail open), two (2) fixed 100GigE/40GigE QSFP28 ports, and 2 slots for network I/O expansion modules.
*  Supports following network I/O expansion modules:
(1) 4-Port 40GigE QSFP+ network I/O expansion module (without built-in fail-open)
(2) 2-Port 40GigE QSFP+ network I/O expansion module (without built-in fail-open)
(3) 4-Port 10/1 GigE 10GBASE-LR/1000BASE-LX 8.5μm SM network I/O expansion module (with built-in fail-open)
(4) 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 62.5μm MM network I/O expansion module (with built-in fail-open)
(5) 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 50μm MM network I/O expansion module (with built-in fail-open)
(6) 8-Port 10/1 GigE SFP+/SFP network I/O expansion module (without built-in fail-open)
(7) 6-Port 1GigE 1000BASE-T network I/O expansion module (with built-in fail-open)
(8) 4-Port 10GigE/1GigE/100M RJ45 network I/O expansion module (with built-in fail-open)
(9) 2-Port 100GigE/40GigE QSFP28 network I/O expansion module (without built-in fail-open)
(10) 2-Port 100GigE/40GigE SR QSFP28 network I/O expansion module (with built-in fail-open)
* Includes redundant 650W AC power supply
* Purchase of Software capacity Sku required
* Purchase of Hardware support required",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,Net Sec IPS-NS9500 Appliance,IPS-NS9500,147862.86,IPS-NS9500A,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,Net Sec IPS-NS9500 Appl 1Yr NBD,RBIPSNS9500NBD,33831.46,RBIPSNS9500NBDA,
NS9500-10GBPS-S,"Trellix IPS NS9500 - 10Gbps Software license (Throughput based entitlement)
LICENSE: Per Unit
DELIVERABLE: Software download or preinstalled on hardware appliance
PRODUCT CONTENT: This software license will provide 10Gbps of IPS Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9500 (10Gbps) 1:1 TE,NS95X10ECE-AT,157579.86,NS95X10ECE-AT-AA,
NS9500-20GBPS-S,"Trellix IPS NS9500 - 20Gbps Software license (Throughput based entitlement)
LICENSE: Per Unit
DELIVERABLE: Software download or preinstalled on hardware appliance
PRODUCT CONTENT: This software license will provide 20Gbps of IPS Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9500 (20Gbps) 1:1 TE,NS95X20ECE-AT,251545.25,NS95X20ECE-AT-AA,
NS9500-30GBPS-S,"Trellix IPS NS9500 - 30Gbps Software license (Throughput based entitlement)
LICENSE: Per Unit
DELIVERABLE: Software download or preinstalled on hardware appliance
PRODUCT CONTENT: This software license will provide 30Gbps of IPS Performance.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,NS9500 (30Gbps) 1:1 TE,NS95X30ECE-AT,288398.14,NS95X30ECE-AT-AA,
